ns_vehicles,ew_vehicles,time_of_day,is_emergency,optimal_green_ns,optimal_green_ew
21,23,11,0,31,34
1,48,18,0,15,72
9,18,22,0,15,27
4,24,17,0,15,36
9,20,16,0,15,30
32,11,5,0,48,16
37,40,14,0,55,59
12,32,2,0,18,48
30,49,5,0,45,73
46,3,2,0,69,15
35,41,0,0,52,61
44,6,12,0,66,15
23,21,20,0,34,31
14,32,13,0,21,48
28,16,12,0,42,24
7,23,3,0,15,34
4,33,6,0,15,49
28,27,21,0,41,40
46,42,9,0,62,57
3,40,6,0,15,60
11,38,20,1,10,60
44,21,14,0,66,31
1,48,14,0,15,72
26,16,3,0,39,24
30,33,22,0,45,49
35,5,22,0,52,15
35,45,5,0,52,67
25,5,23,0,37,15
42,33,19,0,63,49
26,0,4,0,40,15
4,9,19,0,15,27
19,20,11,0,28,29
10,4,0,0,28,15
9,1,7,0,36,15
39,21,0,0,58,31
37,47,4,0,52,67
5,1,21,0,33,15
7,9,5,0,17,22
22,33,20,0,33,49
46,15,2,0,69,22
25,47,14,0,37,70
45,38,4,0,65,54
42,21,23,0,63,31
11,11,13,0,20,20
25,23,17,0,37,34
12,46,15,0,18,69
39,39,5,0,58,58
17,37,23,0,25,55
24,9,13,0,36,15
32,34,23,0,48,51
46,48,7,0,58,61
39,31,6,0,58,46
42,6,7,0,63,15
11,20,12,0,16,30
43,19,5,0,64,28
35,25,17,0,52,37
47,3,1,0,70,15
3,45,7,0,15,67
4,21,10,0,15,33
36,14,0,0,54,21
7,39,21,0,15,58
41,20,5,0,61,29
48,14,15,0,72,21
27,21,19,0,40,31
30,27,11,0,45,40
8,13,10,0,15,24
28,26,9,0,42,39
13,40,2,0,19,60
39,39,12,0,58,58
40,27,2,0,59,40
21,25,14,0,31,37
10,48,15,0,15,72
22,1,12,0,38,15
0,24,16,1,60,10
45,2,2,0,67,15
36,7,19,0,54,15
20,43,10,0,30,64
25,32,20,0,37,48
45,41,18,0,62,57
35,34,21,1,10,60
22,5,10,0,33,15
0,38,15,1,60,10
39,22,20,0,58,33
14,24,2,0,21,36
20,49,21,0,30,73
46,42,5,0,62,57
8,18,13,0,15,27
8,4,23,0,26,15
9,10,17,0,18,21
25,11,16,0,37,16
40,9,3,0,60,15
34,7,22,0,51,15
24,23,14,0,36,34
25,27,10,0,37,40
10,40,2,1,10,60
37,35,2,0,55,52
1,36,15,0,15,54
6,20,4,0,15,30
17,7,20,0,28,15
26,8,9,0,39,15
33,46,18,0,49,69
26,14,3,0,39,21
16,47,18,0,24,70
42,45,10,0,57,62
43,39,1,0,62,57
23,17,9,1,10,60
24,41,10,0,36,61
6,19,19,0,15,30
5,5,15,0,20,20
23,11,18,0,34,16
32,1,22,0,48,15
48,6,23,0,72,15
28,15,10,1,60,10
42,2,13,0,63,15
21,44,1,0,31,66
25,2,22,0,37,15
27,26,4,0,40,39
49,49,4,0,60,60
20,42,18,0,30,62
48,39,20,0,66,53
6,37,11,0,15,55
16,32,17,0,24,48
19,27,3,0,28,40
40,0,21,0,60,15
48,7,16,0,72,15
19,36,9,0,28,54
21,31,19,0,31,46
27,47,5,0,40,70
39,42,13,0,57,62
48,36,10,0,68,51
6,3,10,0,26,15
0,29,17,0,15,43
31,5,22,0,46,15
12,45,21,0,18,67
29,18,17,0,43,27
22,31,23,0,33,46
18,8,22,1,60,10
31,11,10,0,46,16
29,10,20,0,43,15
28,45,11,0,42,67
48,15,4,0,72,22
44,0,22,0,66,15
28,44,8,0,42,66
29,20,8,0,43,30
15,29,21,0,22,43
39,12,9,0,58,18
18,33,21,0,27,49
17,3,18,0,34,15
0,27,0,0,15,40
13,37,6,0,19,55
46,30,3,0,69,45
49,26,0,0,73,39
1,4,14,0,15,32
27,24,7,0,40,36
48,2,11,0,72,15
49,32,21,0,72,47
29,3,21,0,43,15
37,24,17,0,55,36
3,19,14,0,15,34
0,33,16,0,15,49
7,25,13,0,15,37
28,4,13,0,42,15
38,34,17,0,57,51
2,27,19,0,15,40
31,28,17,0,46,42
9,8,15,0,21,18
9,37,0,1,60,10
18,49,22,0,27,73
45,5,10,0,67,15
33,18,14,0,49,27
32,43,11,0,48,64
22,10,7,0,33,15
27,1,21,0,40,15
31,46,19,0,46,69
49,43,5,0,63,56
6,43,2,0,15,64
28,8,23,0,42,15
7,20,12,0,15,30
0,23,12,0,15,40
2,33,1,0,15,49
23,21,4,0,34,31
22,2,16,0,36,15
7,11,5,0,15,24
46,27,1,0,69,40
36,29,3,0,54,43
2,25,21,1,10,60
32,47,10,0,48,70
27,20,7,0,40,30
46,27,11,0,69,40
7,25,7,0,15,37
33,32,10,0,49,48
34,20,21,0,51,30
31,34,19,0,46,51
23,33,7,0,34,49
13,40,7,0,19,60
31,46,16,0,46,69
45,17,19,0,67,25
42,10,19,0,63,15
15,22,22,0,22,33
3,47,15,0,15,70
36,21,13,0,54,31
20,16,10,1,60,10
13,4,6,0,30,15
30,43,15,0,45,64
47,10,12,0,70,15
17,29,14,0,25,43
6,14,23,0,15,28
9,26,15,0,15,39
6,34,20,0,15,51
32,32,22,0,48,48
22,19,23,0,33,28
20,15,8,0,30,22
18,33,2,0,27,49
47,1,18,0,70,15
18,34,19,0,27,51
35,39,4,0,52,58
28,27,9,0,41,40
17,46,16,1,10,60
1,38,14,0,15,57
0,5,22,0,15,40
46,8,7,0,69,15
4,19,14,0,15,33
19,0,20,0,40,15
10,7,13,0,23,16
41,22,19,0,61,33
1,2,6,0,15,26
2,3,20,0,16,24
22,24,22,0,33,36
11,46,11,0,16,69
19,37,16,0,28,55
4,14,16,0,15,31
36,20,9,0,54,30
37,34,18,1,10,60
29,45,13,0,43,67
8,13,10,0,15,24
33,35,1,0,49,52
43,11,17,0,64,16
34,16,6,0,51,24
21,38,11,0,31,56
43,8,1,0,64,15
23,34,19,0,34,51
16,12,17,0,24,18
9,14,5,0,15,24
29,17,23,0,43,25
45,32,9,0,67,48
22,5,19,0,33,15
31,26,14,0,46,39
16,22,4,0,24,33
49,26,19,0,73,39
16,33,2,0,23,49
13,45,4,0,19,67
8,37,7,0,15,55
39,13,7,0,58,19
1,35,7,0,15,52
44,7,11,0,66,15
24,34,23,0,36,50
38,18,22,0,57,27
8,29,7,0,15,43
21,13,10,0,31,19
42,19,13,0,63,28
45,48,7,0,58,61
3,24,23,0,15,36
25,39,9,0,37,58
28,23,6,0,42,34
44,13,16,1,60,10
33,25,3,0,49,37
22,37,12,0,33,55
36,22,3,0,54,33
10,21,4,0,15,31
5,47,21,0,15,70
17,18,3,0,25,26
20,45,17,0,30,67
41,2,5,0,61,15
35,41,23,0,52,61
40,18,23,0,60,27
37,8,22,0,55,15
33,27,21,0,49,40
16,19,1,0,24,28
36,44,22,0,54,66
24,6,10,0,36,15
37,13,13,0,55,19
11,8,4,0,23,16
22,18,5,0,33,27
41,46,9,0,56,63
21,13,7,0,31,19
20,37,13,0,30,55
26,35,23,0,39,52
30,39,2,0,45,58
5,16,11,0,15,30
26,29,15,0,39,43
39,8,22,0,58,15
33,32,16,0,49,48
11,24,0,0,16,36
44,13,22,0,66,19
6,10,9,0,15,25
9,34,22,0,15,51
44,40,9,0,62,57
16,13,20,0,24,19
25,29,23,0,37,43
20,40,1,0,30,60
27,3,8,0,40,15
45,3,21,0,67,15
1,27,12,0,15,40
42,7,15,0,63,15
0,1,17,0,15,40
35,40,18,0,52,60
25,45,11,0,37,67
28,21,7,0,42,31
20,40,16,0,30,60
10,15,14,0,16,24
39,28,9,0,58,42
10,48,14,0,15,72
35,47,14,0,51,68
48,29,22,0,72,43
38,11,6,0,57,16
39,34,12,0,58,51
34,10,16,0,51,15
33,45,8,0,49,67
46,49,7,0,58,61
23,20,19,0,34,30
21,20,20,0,31,30
4,4,17,0,20,20
32,47,12,0,48,70
35,19,15,0,52,28
46,36,8,0,67,52
19,2,11,0,36,15
18,43,11,0,27,64
34,32,5,0,51,48
42,8,18,0,63,15
16,8,6,0,26,15
44,3,2,0,66,15
42,34,15,0,63,51
33,16,17,0,49,23
8,33,15,0,15,49
25,23,22,0,37,34
1,31,6,0,15,46
8,0,3,0,40,15
8,7,7,0,21,18
39,44,12,0,56,63
16,22,12,0,24,33
0,46,16,0,15,69
24,39,16,0,36,58
42,11,4,0,63,16
39,11,5,0,58,16
41,45,18,0,57,62
24,46,12,0,36,69
38,14,13,1,10,60
34,40,21,0,51,60
2,18,3,0,15,36
49,25,6,0,73,37
36,28,7,0,54,42
43,21,12,0,64,31
43,39,5,0,62,57
29,20,5,0,43,30
37,37,23,0,55,55
33,19,20,0,49,28
11,28,2,0,16,42
18,3,2,0,34,15
36,6,12,0,54,15
43,27,21,0,64,40
48,27,1,0,72,40
16,3,15,0,33,15
9,21,21,0,15,31
48,11,5,0,72,16
46,44,7,0,61,58
11,2,22,0,33,15
15,21,7,0,22,31
23,43,5,0,34,64
18,1,13,0,37,15
7,23,2,0,15,34
30,33,9,0,45,49
20,26,2,0,30,39
16,40,11,0,24,60
22,0,16,0,40,15
36,7,4,0,54,15
15,22,19,0,22,33
5,37,8,0,15,55
7,5,20,0,23,16
24,21,19,0,36,31
17,24,6,0,25,36
24,17,21,0,36,25
11,16,3,0,16,24
14,11,12,0,22,17
25,5,12,0,37,15
40,25,9,0,60,37
44,26,17,1,60,10
25,7,16,0,37,15
46,18,19,0,69,27
31,41,19,0,46,61
9,0,12,0,40,15
15,28,16,0,22,42
6,44,21,0,15,66
16,48,3,0,24,72
22,34,0,0,33,50
25,39,0,1,60,10
20,13,14,0,30,19
21,34,12,0,31,51
6,47,16,0,15,70
13,44,23,0,19,66
14,19,7,0,21,28
6,48,17,0,15,72
8,12,12,0,16,24
47,37,22,0,67,52
7,48,13,0,15,72
49,45,7,0,62,57
22,48,7,0,33,72
28,7,14,0,42,15
17,42,12,0,25,63
30,19,6,0,45,28
29,32,4,0,43,48
38,25,16,0,57,37
34,38,15,0,51,57
17,20,22,0,25,30
41,48,1,0,55,64
38,41,21,0,57,61
16,42,17,0,24,63
13,40,16,0,19,60
30,8,6,0,45,15
23,23,12,0,34,34
34,36,17,0,51,53
43,48,13,0,56,63
44,40,17,0,62,57
33,16,12,0,49,23
2,23,10,0,15,36
36,20,20,0,54,30
42,38,20,0,63,57
39,40,15,0,58,60
25,38,22,0,37,57
22,12,16,0,33,18
43,10,7,0,64,15
38,45,18,0,54,65
14,18,19,0,21,27
48,10,14,0,72,15
3,12,8,0,15,32
28,45,19,0,42,67
21,44,9,0,31,66
24,0,11,0,40,15
12,39,20,0,18,58
17,43,22,0,25,64
32,18,19,0,48,27
15,11,0,0,23,16
44,7,19,0,66,15
41,7,8,0,61,15
43,44,21,0,59,60
1,11,14,1,60,10
34,47,0,0,50,69
41,32,11,0,61,48
33,44,2,0,49,66
29,25,10,0,43,37
12,38,1,0,18,57
12,27,15,0,18,40
17,4,8,0,32,15
31,7,14,0,46,15
31,24,11,0,46,36
34,26,0,0,51,39
38,45,12,0,54,65
45,22,13,0,67,33
28,29,7,0,42,43
48,44,7,0,62,57
28,46,11,0,42,69
43,22,0,0,64,33
15,48,10,0,22,72
43,46,7,0,57,62
46,19,9,0,69,28
9,17,18,0,15,26
29,17,10,1,60,10
24,1,6,0,38,15
38,3,10,0,57,15
19,29,16,0,28,43
4,32,0,0,15,48
0,35,20,0,15,52
29,17,20,0,43,25
48,36,7,0,68,51
2,18,22,0,15,36
44,46,23,0,58,61
13,27,5,0,19,40
29,39,21,0,43,58
49,19,17,1,60,10
3,48,5,0,15,72
17,32,4,0,25,47
36,11,12,0,54,16
24,14,18,0,36,21
47,40,21,0,64,55
0,38,7,0,15,57
45,1,8,0,67,15
14,28,16,0,21,42
8,40,2,0,15,60
14,9,18,0,24,15
48,1,10,0,72,15
23,10,23,0,34,15
3,12,16,0,15,32
11,9,20,0,22,18
36,13,18,0,54,19
36,17,1,0,54,25
42,8,7,0,63,15
5,38,18,0,15,57
38,27,6,0,57,40
45,2,16,0,67,15
23,19,5,0,34,28
10,5,18,0,26,15
12,26,23,0,18,39
33,1,5,0,49,15
24,28,1,0,36,42
6,37,5,0,15,55
3,2,22,0,24,16
7,15,4,0,15,27
19,29,18,1,10,60
28,39,19,0,42,58
44,1,3,0,66,15
45,16,21,0,67,24
9,40,16,0,15,60
42,11,10,0,63,16
33,34,3,0,49,51
25,42,12,0,37,63
40,0,19,0,60,15
48,44,16,0,62,57
2,14,8,0,15,35
5,25,3,0,15,37
4,36,22,0,15,54
4,20,13,1,60,10
46,48,18,1,10,60
22,30,2,0,33,44
48,24,13,0,72,36
8,22,7,0,15,33
34,23,23,0,51,34
19,37,0,0,28,55
48,27,9,0,72,40
41,20,17,0,61,29
34,42,15,0,51,63
49,17,7,0,73,25
17,35,0,0,25,52
16,34,11,0,24,51
23,44,7,0,34,66
2,8,23,0,15,32
31,37,15,0,46,55
34,29,17,0,51,43
37,43,3,0,55,64
12,33,5,0,18,49
46,31,11,0,69,46
24,2,8,0,36,15
8,2,14,0,32,15
3,27,15,0,15,40
13,43,23,0,19,64
36,14,11,0,54,21
33,40,23,0,49,60
10,22,22,0,15,33
40,39,13,0,60,58
2,10,12,0,15,33
27,47,1,0,40,70
28,31,2,0,42,46
8,35,23,0,15,52
2,32,21,0,15,48
24,23,9,0,36,34
33,38,8,1,10,60
11,33,19,0,16,49
41,27,7,0,61,40
8,36,9,1,60,10
14,6,18,1,60,10
39,3,2,0,58,15
24,36,23,0,36,54
4,0,4,0,40,15
10,0,2,0,40,15
33,46,15,0,49,69
23,19,16,0,34,28
14,18,14,0,21,27
37,28,2,0,55,42
7,9,11,0,17,22
4,17,8,0,15,32
47,27,20,0,70,40
25,34,11,0,37,51
17,42,14,0,25,63
5,46,1,0,15,69
36,30,22,0,53,45
47,26,17,0,70,39
12,10,19,0,21,18
27,48,11,0,40,72
4,48,22,0,15,72
12,37,3,0,18,55
16,4,22,0,32,15
49,7,15,0,73,15
39,33,22,0,58,49
44,47,15,0,58,61
31,11,0,1,60,10
28,37,21,0,42,55
2,0,1,0,40,15
39,30,2,0,58,45
33,3,20,0,49,15
39,48,19,1,10,60
26,44,16,0,39,66
12,49,19,0,18,73
44,4,21,0,66,15
32,29,20,0,48,43
5,23,0,0,15,34
23,2,19,0,36,15
18,10,5,0,27,15
15,44,14,0,22,66
39,3,13,0,58,15
27,25,19,1,60,10
32,26,14,0,48,39
47,45,13,0,61,58
40,42,20,0,58,61
12,26,23,0,18,39
42,41,4,0,60,59
44,49,5,0,56,63
24,5,16,0,36,15
41,14,10,0,61,20
35,29,15,0,52,43
26,41,11,0,39,61
37,36,14,0,55,54
6,36,22,0,15,54
4,41,3,0,15,61
42,36,17,1,10,60
44,34,20,0,66,51
30,22,2,0,44,33
22,5,21,0,33,15
41,3,7,0,61,15
9,17,22,0,15,26
31,8,2,0,46,15
42,48,7,0,56,64
29,28,17,0,43,42
38,12,9,0,57,18
30,46,19,0,45,69
17,16,16,0,25,24
35,44,7,0,52,66
1,31,22,0,15,46
13,47,10,0,19,70
12,21,4,0,18,31
28,3,12,0,42,15
11,4,20,0,29,15
38,36,22,0,57,54
1,40,4,0,15,60
31,48,23,0,46,72
12,12,12,0,20,20
45,33,5,0,67,49
26,44,4,0,39,66
48,21,8,0,72,31
40,22,15,0,60,33
16,2,1,0,35,15
39,41,0,0,58,61
30,33,7,0,45,49
33,31,18,0,49,46
23,44,10,0,34,66
44,48,11,0,57,62
34,20,11,0,51,30
47,45,6,0,61,58
5,43,12,0,15,64
18,20,7,0,27,30
29,43,21,0,43,64
6,10,8,0,15,25
9,38,6,0,15,56
40,3,20,0,60,15
31,0,23,0,46,15
33,27,14,0,49,40
27,23,1,0,40,34
14,34,22,0,21,51
29,12,19,0,43,18
36,46,11,0,52,67
28,33,0,0,42,49
21,10,22,0,31,15
3,35,21,0,15,52
19,16,7,0,28,24
31,34,4,0,46,51
35,17,14,0,52,25
49,39,0,0,66,53
3,21,0,0,15,35
26,23,9,0,39,34
16,18,21,0,24,27
11,36,9,0,16,54
21,38,20,0,31,56
16,20,14,0,24,30
9,7,16,0,22,17
0,27,21,0,15,40
21,4,5,0,33,15
25,16,2,0,37,24
17,36,12,0,25,54
49,35,15,1,60,10
13,18,7,0,19,27
46,26,14,0,69,39
28,33,16,0,42,49
11,10,16,0,20,19
35,44,21,0,52,66
34,46,12,0,51,69
11,11,16,0,20,20
6,20,5,0,15,30
28,10,16,0,42,15
10,38,15,0,15,57
32,27,13,0,48,40
5,4,12,0,22,17
46,16,5,0,69,24
14,19,2,0,21,28
31,40,13,0,46,60
10,45,13,0,15,67
22,11,14,1,60,10
25,5,7,0,37,15
33,16,14,0,49,23
45,18,21,0,67,27
33,25,12,0,49,37
28,47,16,0,42,70
3,43,20,0,15,64
16,43,23,0,24,64
34,31,2,0,51,46
12,5,5,0,28,15
40,35,4,0,60,52
38,37,21,0,57,55
14,10,16,0,23,16
28,32,22,0,42,48
28,23,1,0,42,34
10,22,14,0,15,33
31,14,4,1,60,10
1,26,19,0,15,39
46,10,5,0,69,15
13,49,5,0,19,73
19,16,17,0,28,24
21,13,17,0,31,19
10,26,3,0,15,39
26,17,16,0,39,25
2,27,13,0,15,40
16,46,13,0,24,69
43,46,12,0,57,62
27,3,6,0,40,15
28,6,11,0,42,15
20,44,22,0,30,66
46,34,14,0,69,51
15,47,18,0,22,70
36,8,10,0,54,15
19,7,14,0,29,15
5,44,11,0,15,66
18,16,2,0,27,24
4,16,16,0,15,32
2,48,2,0,15,72
0,32,18,0,15,48
37,31,19,0,55,46
14,7,3,0,26,15
33,18,2,0,49,27
34,37,15,0,51,55
48,2,11,1,10,60
24,4,7,0,36,15
23,12,23,0,34,18
11,46,16,0,16,69
17,45,6,0,25,67
14,30,10,0,21,45
43,15,17,0,64,22
15,49,0,0,22,73
26,31,2,0,39,46
7,21,3,0,15,31
45,28,12,0,67,42
24,21,5,0,36,31
16,42,13,0,24,63
28,2,4,0,42,15
7,9,15,0,17,22
14,41,14,0,20,61
26,20,14,0,39,30
45,15,3,0,67,22
49,11,7,0,73,16
6,1,15,0,34,15
2,40,15,0,15,60
28,23,3,0,42,34
43,34,12,0,64,51
23,29,12,0,34,43
2,29,1,0,15,43
19,46,2,0,28,69
45,34,21,0,67,51
14,18,7,1,10,60
24,49,23,0,36,73
29,7,14,0,43,15
13,25,10,0,19,37
6,48,8,0,15,72
16,39,6,0,24,58
43,6,12,0,64,15
19,29,1,0,28,43
35,6,7,0,52,15
8,2,6,0,32,15
37,0,23,0,55,15
47,35,11,0,68,51
21,24,18,0,31,36
1,36,6,0,15,54
23,0,9,0,40,15
7,14,15,0,15,26
10,36,2,0,15,54
12,12,9,1,10,60
16,39,5,0,24,58
7,7,17,0,20,20
20,4,17,0,33,15
17,8,4,0,27,15
29,0,20,0,43,15
17,35,6,0,25,52
45,34,1,0,67,51
46,1,10,0,69,15
30,39,12,0,45,58
37,22,22,0,55,33
31,8,4,0,46,15
10,33,5,0,15,49
44,45,23,0,59,60
24,13,13,0,36,19
32,3,11,0,48,15
37,29,3,0,55,43
40,30,22,0,60,45
7,37,5,0,15,55
10,10,9,0,20,20
21,34,17,0,31,51
23,7,14,0,34,15
40,2,7,0,60,15
16,13,8,0,24,19
11,12,4,0,19,20
45,44,9,0,60,59
31,31,19,0,46,46
14,33,5,0,21,49
15,44,15,0,22,66
21,18,23,0,31,27
27,37,2,0,40,55
19,15,9,0,28,22
32,1,10,0,48,15
9,39,10,0,15,58
39,16,16,0,58,24
31,33,3,0,46,49
49,41,3,0,65,54
32,15,16,0,48,22
1,37,8,0,15,55
32,1,18,0,48,15
32,1,4,0,48,15
40,25,21,0,60,37
12,12,23,0,20,20
29,46,5,0,43,69
32,30,2,0,48,45
12,33,21,0,18,49
25,38,0,0,37,57
21,2,19,0,36,15
38,7,21,0,57,15
1,22,15,0,15,38
37,13,22,0,55,19
38,26,10,0,57,39
25,28,12,0,37,42
45,38,9,0,65,54
49,38,2,0,67,52
14,0,8,1,60,10
33,16,11,1,60,10
41,40,22,0,60,59
43,29,13,0,64,43
48,12,0,1,10,60
39,20,17,0,58,30
10,18,16,0,15,27
